"","X","PermitNum","PermitClass","BLA","Age","PermitClassMapped","PermitTypeMapped","PermitTypeDesc","Description","HousingUnits","HousingUnitsRemoved","HousingUnitsAdded","EstProjectCost","AppliedDate","IssuedDate","ExpiresDate","CompletedDate","StatusCurrent","OriginalAddress1","OriginalCity","OriginalState","OriginalZip","ContractorCompanyName","Link","Latitude","Longitude","Location1","Where.on.your.property.are.you.working..","Choose.the.Primary.Property.Use.","Project.Value.","Review.Level.","Application.Completed.Date.","Permit.Issued.Date.","Inspections.Completed.Date.","Certificate.of.Occupancy.Issued.Date.","Intake.Value..New.","Intake.Value..Alteration.","Total.Intake.Value.","Issue.Value..New.","Issue.Value..Alteration.","Total.Issued.Value.","What.building.code.was.used.for.your.design..","Specific.Building.Code.","Action.Type.","Number.of.Proposed.Building.Stories.","Number.of.Proposed.Below.Grade.Building.Stories.","Number.of.Mezzanines.","Will.you.change.the.building.use.or.occupancy..","Does.your.project.qualify.for.our.Priority.Green.Incentive.program..","Is.a.certificate.of.occupancy.required..","Land.Disturbing.Activity.","Are.you.doing.more.than.2.000.square.feet.of.earth.disturbance...","Number.of.Curb.Cuts.for.This.Permit.","Units.Occupancy.","Waste.Diversion.Plan.Required.","Are.Emergency.Systems.Required.for.this.Project..","Does.your.project.include.an.HVAC.mechanical.system..","Reuse.Existing.Side.Sewer.System.","Is.this.a.substantial.alteration..","Number.of.Existing.Building.Stories.","Number.of.Existing.Below.Grade.Building.Stories.","Sprinklers.Meet.NFPA.13.","Is.work.in.the.right.of.way..street.or.alley..required..","Total.Revision.Value.","Are.you.changing.the.envelope..","Is.this.a.high.rise..","Main.Existing.Use.of.Building.","Existing.Occupancy.","Will.your.application.include.a.new.standard.plan..","Will.your.project.have.ground.disturbance..","Sprinklers.Meet.NFPA.13R.","Partial.Fire.Protection.System.","Fire.Alarm.","Other.Fire.Protection.System.","Is.any.portion.of.the.building.semi.heated.or.unheated..","Compliance.Category.","Is.there.a.commercial.kitchen.hood.exhaust.system..","Is.there.a.fume.hood..","Is.there.a.spray.paint.booth..","Describe.any.other.mechanical.systems.to.be.installed.as.part.of.this.project..","Compliance.Path.","AFUE.Efficiency..percentage..","HSPF.Efficiency..percentage..","Heating.Fuel.Type.Proposed..Residential.","Request.Type.","Hansen.APNO.","Hansen.APKEY.","Survey.Submittal.Required..","Soils.Report.Required..","Wetlands.Report.Required.","ECA.Review.Required..","Riparian.Wetland.Buffer..square.feet..","Steep.Slope.Area.Buffer..square.feet..","Sequencing.Required.","What.is.the.amount.of.ground.disturbance..","I..the.owner.or.owner.s.authorized.representative.of.the.property.referenced.in.this.submission..give.the.City.of.Seattle.Department.of.Planning.and.Development.permission.to.conduct.a.Pre.Application.Site.Visit..I.agree.that..1..electronic.filing.constitutes.an.authorizing.signature..2..I.will.inform.all.tenants.of.the.site.visit.prior.to.the.inspection.being.conducted..and.3..if.conditions.such.as.uncontrolled.dogs.or.uncooperative.tenants.hinder.the.inspector.s.ability.to.conduct.the.site.visit..the.site.visit.will.not.occur.and.the.site.visit.fee.may.be.forfeited...","Type.of.Demolition.","Is.this.the.first.time.this.area.is.being.improved.or.built.out.since.the.building.was.completed..","Total.Area.of.Work..square.feet..","Actual.Construction.Value."
"382",11617,"6729256-CN",NA,1,NA,NA,"Building","",NA,1,1,1,NA,"",NA,"2021-04-03",NA,"Issued","7515 30TH AVE NW","SEATTLE","WA",98117,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6729256-CN",47.68351677,-122.39602611,"7515 30TH AVE NW
SEATTLE, WA 98117
(47.68351677, -122.39602611)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"383",11653,"6718023-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"2020-09-20",NA,"Issued","9300 21ST AVE NW","SEATTLE","WA",98117,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6718023-CN",47.69665599,-122.38230455,"9300 21ST AVE NW
SEATTLE, WA 98117
(47.69665599, -122.38230455)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"384",11684,"6754852-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"",NA,"Additional Info Requested","226 32nd AVE","","",NA,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6754852-CN",47.60405905,-122.29114114,"226 32nd AVE
(47.60405905, -122.29114114)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"385",11702,"6736650-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"2021-07-04",NA,"Issued","3310 EAST LAURELHURST DR NE","SEATTLE","WA",98105,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6736650-CN",47.65223129,-122.27719545,"3310 EAST LAURELHURST DR NE
SEATTLE, WA 98105
(47.65223129, -122.27719545)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"386",11750,"6756636-CN",NA,1,NA,NA,"Building","",NA,1,0,1,NA,"",NA,"",NA,"Corrections Required","4416 EVANSTON AVE N","SEATTLE","WA",98103,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6756636-CN",47.66076629,-122.35074874,"4416 EVANSTON AVE N
SEATTLE, WA 98103
(47.66076629, -122.35074874)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"387",11757,"6685802-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"2020-02-28",NA,"Completed","4116 INTERLAKE AVE N","SEATTLE","WA",98103,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6685802-CN",47.65741779,-122.34041949,"4116 INTERLAKE AVE N
SEATTLE, WA 98103
(47.65741779, -122.34041949)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"388",11836,"6748228-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"",NA,"Additional Info Requested","226 32nd AVE","","",NA,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6748228-CN",47.60405905,-122.29114114,"226 32nd AVE
(47.60405905, -122.29114114)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"389",11853,"6611126-CN",NA,1,NA,NA,"Building","",NA,1,0,1,NA,"",NA,"2020-02-29",NA,"Issued","3642 SW OTHELLO ST","SEATTLE","WA",98126,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6611126-CN",47.53701477,-122.38027261,"3642 SW OTHELLO ST
SEATTLE, WA 98126
(47.53701477, -122.38027261)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"390",11871,"6759649-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"",NA,"Scheduled","5501 SW WINTHROP ST","SEATTLE","WA",98116,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6759649-CN",47.57651237,-122.40352944,"5501 SW WINTHROP ST
SEATTLE, WA 98116
(47.57651237, -122.40352944)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"391",11892,"6669101-CN",NA,1,NA,NA,"Building","",NA,1,0,1,NA,"",NA,"2020-04-09",NA,"Issued","4827 S HOLLY ST","SEATTLE","WA",98118,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6669101-CN",47.54230456,-122.27162709,"4827 S HOLLY ST
SEATTLE, WA 98118
(47.54230456, -122.27162709)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"392",11906,"6734191-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"2021-04-02",NA,"Issued","1515 38TH AVE","SEATTLE","WA",98122,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6734191-CN",47.61439823,-122.28543332,"1515 38TH AVE
SEATTLE, WA 98122
(47.61439823, -122.28543332)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"393",11935,"6727336-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"",NA,"Reviews In Process","5332 S KENYON ST","SEATTLE","WA",98118,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6727336-CN",47.53215932,-122.26489106,"5332 S KENYON ST
SEATTLE, WA 98118
(47.53215932, -122.26489106)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"394",11974,"6765030-CN",NA,1,NA,NA,"Building","",NA,1,1,1,NA,"",NA,"",NA,"Scheduled","7009 53RD AVE NE","SEATTLE","WA",98115,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6765030-CN",47.67971432,-122.27084794,"7009 53RD AVE NE
SEATTLE, WA 98115
(47.67971432, -122.27084794)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"395",11989,"6753662-DM",NA,1,NA,NA,"Demolition","",NA,1,1,12,NA,"",NA,"",NA,"Scheduled and Submitted","1021 6TH AVE N","SEATTLE","WA",98109,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6753662-DM",47.62866992,-122.34522814,"1021 6TH AVE N
SEATTLE, WA 98109
(47.62866992, -122.34522814)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"396",12010,"6732255-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"",NA,"Corrections Required","6816 16TH AVE NE","SEATTLE","WA",98115,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6732255-CN",47.67815571,-122.31063462,"6816 16TH AVE NE
SEATTLE, WA 98115
(47.67815571, -122.31063462)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"397",12016,"6691170-DM",NA,1,NA,NA,"Demolition","",NA,3,3,0,NA,"",NA,"2021-05-19",NA,"Completed","5727 37TH AVE S","SEATTLE","WA",98118,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6691170-DM",47.55040857,-122.28647098,"5727 37TH AVE S
SEATTLE, WA 98118
(47.55040857, -122.28647098)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"398",12043,"6691574-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"2020-08-27",NA,"Issued","1218 41ST AVE E","SEATTLE","WA",98112,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6691574-CN",47.63037488,-122.27966791,"1218 41ST AVE E
SEATTLE, WA 98112
(47.63037488, -122.27966791)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"399",12099,"6670024-CN",NA,1,NA,NA,"Building","",NA,2,1,0,NA,"",NA,"2019-12-20",NA,"Issued","313 NW 46th ST","SEATTLE","WA",NA,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6670024-CN",47.66198993,-122.36154003,"313 NW 46th ST
SEATTLE, WA
(47.66198993, -122.36154003)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"400",12112,"6709340-DM",NA,1,NA,NA,"Demolition","",NA,1,1,0,NA,"",NA,"2021-01-19",NA,"Completed","4727 12TH AVE NE","SEATTLE","WA",98105,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6709340-DM",47.66392045,-122.31552531,"4727 12TH AVE NE
SEATTLE, WA 98105
(47.66392045, -122.31552531)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"401",12140,"6723265-DM",NA,1,NA,NA,"Demolition","",NA,1,0,0,NA,"",NA,"",NA,"Application Completed","2024 NE 85TH ST","SEATTLE","WA",98115,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6723265-DM",47.69057753,-122.30568896,"2024 NE 85TH ST
SEATTLE, WA 98115
(47.69057753, -122.30568896)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"402",12183,"6672043-CN",NA,1,NA,NA,"Building","",NA,1,0,1,NA,"",NA,"2020-03-24",NA,"Issued","7303 28TH AVE SW","SEATTLE","WA",98126,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6672043-CN",47.53719152,-122.36895199,"7303 28TH AVE SW
SEATTLE, WA 98126
(47.53719152, -122.36895199)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"403",12200,"6744018-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"",NA,"Ready for Issuance","8138 5TH AVE SW","","",NA,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6744018-CN",47.52892311,-122.34126251,"8138 5TH AVE SW
(47.52892311, -122.34126251)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"404",12238,"6750984-CN",NA,1,NA,NA,"Building","",NA,1,1,1,NA,"",NA,"",NA,"Additional Info Requested","2214 E HIGHLAND DR","SEATTLE","WA",98112,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6750984-CN",47.63070221,-122.3027236,"2214 E HIGHLAND DR
SEATTLE, WA 98112
(47.63070221, -122.3027236)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"405",12286,"6690002-CN",NA,1,NA,NA,"Building","",NA,1,0,1,NA,"",NA,"",NA,"Additional Info Requested","630 W MERCER PL","SEATTLE","WA",98119,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6690002-CN",47.62617302,-122.36569142,"630 W MERCER PL
SEATTLE, WA 98119
(47.62617302, -122.36569142)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"406",12292,"6735542-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"2020-12-28",NA,"Issued","11702 24TH AVE NE","SEATTLE","WA",98125,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6735542-CN",47.71404801,-122.30238713,"11702 24TH AVE NE
SEATTLE, WA 98125
(47.71404801, -122.30238713)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"407",12307,"6744349-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"2021-05-02",NA,"Issued","4024 PHINNEY AVE N","SEATTLE","WA",98103,"EAGLE ROCK LANDSCAPING INC","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6744349-CN",47.65623463,-122.35420247,"4024 PHINNEY AVE N
SEATTLE, WA 98103
(47.65623463, -122.35420247)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"408",12349,"6667329-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"2019-11-09",NA,"Completed","3710 38TH AVE S","SEATTLE","WA",98144,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6667329-CN",47.57028996,-122.28473788,"3710 38TH AVE S
SEATTLE, WA 98144
(47.57028996, -122.28473788)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"409",12362,"6704101-DM",NA,1,NA,NA,"Demolition","",NA,2,2,0,NA,"",NA,"",NA,"Initiated","515 N 48th ST","","",NA,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6704101-DM",47.66331193,-122.35215617,"515 N 48th ST
(47.66331193, -122.35215617)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"410",12363,"6700612-DM",NA,1,NA,NA,"Demolition","",NA,1,1,1,NA,"",NA,"",NA,"Additional Info Requested","6310 Beach DR SW","","",NA,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6700612-DM",47.54630555,-122.39805779,"6310 Beach DR SW
(47.54630555, -122.39805779)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"411",12378,"6710252-DM",NA,1,NA,NA,"Demolition","",NA,1,1,0,NA,"",NA,"",NA,"Closed","355 15TH AVE","SEATTLE","WA",98122,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6710252-DM",47.60586039,-122.31312169,"355 15TH AVE
SEATTLE, WA 98122
(47.60586039, -122.31312169)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"412",12406,"6734943-CN",NA,1,NA,NA,"Building","",NA,2,2,2,NA,"",NA,"",NA,"Corrections Required","9047 DIBBLE AVE NW","SEATTLE","WA",98117,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6734943-CN",47.69563544,-122.3677493,"9047 DIBBLE AVE NW
SEATTLE, WA 98117
(47.69563544, -122.3677493)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"413",12426,"6688816-CN",NA,1,NA,NA,"Building","",NA,1,1,6,NA,"",NA,"2020-11-29",NA,"Issued","1723 S FOREST ST","SEATTLE","WA",98144,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6688816-CN",47.5777188,-122.30964336,"1723 S FOREST ST
SEATTLE, WA 98144
(47.5777188, -122.30964336)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"414",12450,"6634647-CN",NA,1,NA,NA,"Building","",NA,1,0,1,NA,"",NA,"2021-06-13",NA,"Issued","3236 10TH AVE W","SEATTLE","WA",98119,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6634647-CN",47.64954636,-122.37023949,"3236 10TH AVE W
SEATTLE, WA 98119
(47.64954636, -122.37023949)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"415",12465,"6688699-CN",NA,1,NA,NA,"Building","",NA,20,0,0,NA,"",NA,"",NA,"Ready for Issuance","1011 WESTERN AVE","SEATTLE","WA",98104,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6688699-CN",47.60449295,-122.33804582,"1011 WESTERN AVE
SEATTLE, WA 98104
(47.60449295, -122.33804582)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"416",12536,"6766839-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"",NA,"Additional Info Requested","4103 SW BRADFORD ST","SEATTLE","WA",98116,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6766839-CN",47.56907338,-122.38438072,"4103 SW BRADFORD ST
SEATTLE, WA 98116
(47.56907338, -122.38438072)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"417",12559,"6727766-CN",NA,1,NA,NA,"Building","",NA,1,1,5,NA,"",NA,"",NA,"Application Completed","9222 20TH AVE SW","SEATTLE","WA",NA,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6727766-CN",47.5202832,-122.35882635,"9222 20TH AVE SW
SEATTLE, WA
(47.5202832, -122.35882635)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"418",12600,"6760233-CN",NA,1,NA,NA,"Building","",NA,1,1,3,NA,"",NA,"",NA,"Scheduled","4517 48TH AVE SW","SEATTLE","WA",98116,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6760233-CN",47.56242688,-122.39382985,"4517 48TH AVE SW
SEATTLE, WA 98116
(47.56242688, -122.39382985)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"419",12612,"6726953-CN",NA,1,NA,NA,"Building","",NA,1,1,8,NA,"",NA,"",NA,"Additional Info Requested","3634 36TH AVE S","SEATTLE","WA",98144,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6726953-CN",47.57048228,-122.28805099,"3634 36TH AVE S
SEATTLE, WA 98144
(47.57048228, -122.28805099)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"420",12623,"6695959-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"2020-08-04",NA,"Issued","8604 SEWARD PARK AVE S","SEATTLE","WA",98118,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6695959-CN",47.52661111,-122.26461876,"8604 SEWARD PARK AVE S
SEATTLE, WA 98118
(47.52661111, -122.26461876)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
